Mario;71265132;61135
Mario;71255099;51523
Alex;71247871;73860
Daniel;71237333;69672
Mario;71259838;67341
Javier;71262272;78612
Daniel;71239015;73689
Javier;71250180;52464
Pablo;71245574;67704
Alvaro;71240712;55249
Diego;71252180;66952
Javier;71258046;52483
Daniel;71258523;71165
Mario;71239378;53871
Lucas;71250241;59921
Manuel;71244133;57965
Leo;71237188;56379
Manuel;71244037;55142
Adrian;71236942;61441
Javier;71239890;71379
Daniel;71258929;77192
Enzo;71266461;53105
Adrian;71244767;82464
Martin;71247073;60624
Daniel;71256383;60742
David;71255770;71299
Alvaro;71242485;81625
Izan;71264060;56211
Pablo;71261292;54888
Leo;71252775;72460
Mateo;71264459;64745
Leo;71255660;57529
Adrian;71240856;59711
Javier;71241544;55661
Martin;71260980;70987
Daniel;71249692;50279
Leo;71246462;68745
Enzo;71250119;61368
Alvaro;71266612;56930
Lucas;71235759;60332
Diego;71234801;77243
Mario;71252896;50603
Hugo;71254748;66664
Manuel;71246085;54549
Javier;71248474;60557
Alvaro;71262762;66799
Pablo;71242602;76566
Martin;71261065;72592
Izan;71250545;73158
Hugo;71263816;56716
Daniel;71244192;66708
Adrian;71253886;72581
Diego;71234618;78153
Leo;71241681;53936
Marco;71242339;68002
Enzo;71246218;71218
Daniel;71265347;51040
Hugo;71257148;68513
Izan;71235992;81671
Mario;71263363;61254
Martin;71251739;65863
Marco;71263119;58622
Manuel;71238971;78906
Enzo;71257464;57537
Izan;71255061;55547
Mateo;71265929;81469
Lucas;71253696;75598
David;71247618;82187
Adrian;71248958;68676
Adrian;71236109;81760
Alex;71259822;64035
Enzo;71253964;79698
Alvaro;71264667;59136
Adrian;71238609;70394
Marco;71241336;58570
Javier;71241824;64039
Manuel;71264935;63666
Manuel;71253063;53345
Manuel;71259294;69944
Diego;71242804;62555
Martin;71253515;65866
Lucas;71252428;70197
Alex;71266052;68654
Marco;71246324;60439
Martin;71258783;74037
Mario;71239951;62736
Marco;71258002;79719
Martin;71257873;67642
David;71239585;71848
Alex;71255747;64142
Manuel;71266060;76035
Manuel;71248521;53239
Mateo;71239988;74280
Daniel;71249543;68735
Javier;71256626;74803
Daniel;71260920;65710
Diego;71251227;78941
Hugo;71256852;72811
Manuel;71261467;71462
Enzo;71265247;54793
Adrian;71238582;79639
Diego;71250857;72518
Izan;71252174;51763
Pablo;71259699;73818
Enzo;71250236;63393
Lucas;71238323;50548
Mateo;71241505;76870
Martin;71241769;50484
David;71246650;59461
Izan;71266753;65279
Manuel;71258326;59535
Hugo;71249983;67143
Mateo;71255627;63263
Martin;71255718;80919
David;71252467;78185
Javier;71266190;76417
Lucas;71262232;67621
Mateo;71237103;78282
Javier;71264353;60552
Leo;71243598;58721
Mario;71242131;56950
Leo;71261831;51971
Alex;71260360;76902
Alex;71247273;71837
Martin;71239023;65763
Mateo;71262887;73160
Martin;71263657;74479
Lucas;71251396;52215
Daniel;71239394;58811
Enzo;71246339;56495
David;71247036;63850
Leo;71235339;63324
Alex;71236766;61914
Adrian;71248179;65697
Leo;71253643;80298
Lucas;71253948;64318
Pablo;71238668;71412
Izan;71264863;75475
Leo;71244879;78965
Alvaro;71239350;58162
David;71248075;72989
Pablo;71250734;57088
Adrian;71239690;69940
Alvaro;71258242;52940
Javier;71234664;58268
David;71259120;58859
Marco;71244516;62172
Martin;71261090;72890
Alvaro;71258718;74993
David;71263241;67604
Adrian;71243210;56860
Alex;71243801;78879
David;71238735;68132
Enzo;71258016;75961
Manuel;71237701;52423
Mario;71251514;67633
Marco;71246468;72015
Hugo;71244424;76047
Martin;71248279;72323
Martin;71260340;78357
Javier;71263394;52078
Lucas;71238766;76737
Leo;71264284;79539
Hugo;71251421;81146
Marco;71249582;54629
Enzo;71236164;61609
Hugo;71250654;51105
Javier;71251007;65651
Alex;71245379;61522
Enzo;71237868;50381
Mateo;71266681;76527
Izan;71257696;75033
David;71242770;77076
Lucas;71238952;82588
Manuel;71245361;65343
Hugo;71256533;77665
Alex;71234969;73499
Daniel;71253185;56937
Enzo;71243344;74528
Javier;71241097;76986
Daniel;71246631;60017
Adrian;71238902;64296
Marco;71251141;54587
Manuel;71246665;57067
David;71261711;65800
Javier;71264807;66407
Alex;71242490;57791
Pablo;71250067;65962
Hugo;71244587;72518
Martin;71255233;82574
Mario;71240693;67849
Javier;71266976;67200
Pablo;71237012;79822
Lucas;71243628;64090
Javier;71261618;68503
Izan;71240111;58075
Diego;71234975;77456
Martin;71244402;61590
Mario;71238847;67375
Enzo;71245715;52340
Manuel;71254042;74515
Pablo;71245938;61724
Enzo;71249431;69962
David;71251327;65507
Diego;71254471;57856
Lucas;71254086;65547
Javier;71260995;80582
Hugo;71247120;60799
Adrian;71236376;62962
Lucas;71266353;79946
Martin;71242927;59596
Hugo;71245978;59515
Adrian;71241772;65405
Martin;71237197;70204
Manuel;71255625;77566
Marco;71253687;78909
Manuel;71246090;72828
David;71242290;69316
Pablo;71246432;71396
Leo;71261453;68609
Enzo;71265820;60062
David;71246826;66172
Adrian;71247547;65688
Izan;71263839;65711
Lucas;71238894;61746
Alvaro;71242773;64816
Manuel;71245815;67760
Pablo;71256023;51448
Diego;71266599;65074
Daniel;71258455;68000
Adrian;71255845;73580
David;71246225;57271
Mateo;71249351;82574
Izan;71251722;82295
Adrian;71259555;81184
Adrian;71237226;68741
Alvaro;71258786;80314
Diego;71242017;61829
Marco;71248698;57315
Javier;71245578;78493
Izan;71252508;75898
Izan;71266649;51780
Marco;71262840;81528
Javier;71246895;66034
Leo;71244582;81644
Javier;71254438;55434
Lucas;71266127;56444
Daniel;71246907;59023
Hugo;71259000;76246
Izan;71253980;82570
Alvaro;71246831;60368
Diego;71235584;53806
Pablo;71261711;73520
Pablo;71257756;66832
Alex;71251936;75593
Martin;71256779;80922
Alvaro;71250409;78324
Adrian;71255937;77053
Enzo;71249250;70294
Marco;71252398;62281
Adrian;71238911;63780
Diego;71252619;51456
Pablo;71250184;52080
Hugo;71241233;73396
Enzo;71249795;54813
Diego;71255755;69525
Leo;71258002;55304
Daniel;71262075;67577
Javier;71248731;58906
Mario;71235663;62787
Pablo;71245323;73389
Izan;71248028;68660
Martin;71265245;60171
Mateo;71259984;77585
Izan;71249956;62140
Alex;71244702;53018
Diego;71240139;79767
Alvaro;71242905;56649
Leo;71235791;58061
Diego;71254445;68694
Leo;71237521;60014
Mateo;71237434;55920
Javier;71266590;78875
Martin;71250372;74536
Lucas;71266748;66772
Mario;71249774;60036
Martin;71246172;79667
Izan;71264954;79930
Leo;71253950;75882
Mario;71242441;50807
Lucas;71264364;57823
Enzo;71244940;68037
David;71260384;67647
Hugo;71255461;81900
Pablo;71245153;55892
Diego;71265515;53732
Leo;71242119;55574
Enzo;71263693;63792
Diego;71264095;57243
Leo;71238408;54071
Javier;71234730;52472
Lucas;71256682;60795
Izan;71264177;80700
David;71263902;60348
Alvaro;71257491;58877
Leo;71257390;50535
Enzo;71242282;75825
Alex;71237185;51689
Marco;71263701;76886
Martin;71241919;78768
Diego;71258048;56073
Leo;71252197;73741
Martin;71250828;70558
Manuel;71266406;54830
Enzo;71255909;71515
Lucas;71249585;61927
Alvaro;71267292;72546
Adrian;71238904;55055
Martin;71264552;65134
Pablo;71255301;55431
Mateo;71265699;63213
Leo;71265028;51800
Mateo;71243661;66341
David;71246280;55397
David;71260288;51288
Manuel;71251517;66461
Mateo;71240488;77615
Mateo;71236087;75199
Marco;71246857;80594
Daniel;71253545;57343
Adrian;71257216;75119
David;71239530;62263
Martin;71244615;67628
Marco;71249930;82022
Diego;71262242;69033
Enzo;71250408;75436
Hugo;71245942;79271
Mateo;71242252;77824
Hugo;71237891;54638
Alex;71251822;69719
Enzo;71236858;70657
Lucas;71246768;62201
Izan;71238938;62025
Pablo;71262139;65578
Enzo;71238052;52925
Lucas;71255927;63867
Leo;71256125;69930
Mateo;71239454;54628
David;71267109;71345
Adrian;71262675;62185
Leo;71252284;57106
Alex;71240835;58488
Diego;71237330;78805
David;71260490;64855
Marco;71263548;55039
Hugo;71265980;53024
Leo;71250841;68170
Martin;71246827;77131
Marco;71245141;82202
Mateo;71247116;76476
Adrian;71252803;57001
Mateo;71241205;59834
Mateo;71242349;53022
Lucas;71237369;69872
Mario;71258091;58765
Daniel;71247301;55357
Adrian;71238486;66059
Javier;71243602;63100
Enzo;71248318;60003
Hugo;71235841;54675
Mateo;71260454;50444
Enzo;71247485;58461
Javier;71262452;72047
Marco;71241474;79451
Leo;71257558;59812
Lucas;71254022;61221
Marco;71237646;80162
Manuel;71257222;52241
Izan;71235870;61727
Martin;71255909;67735
Adrian;71254608;56987
Alex;71249045;59977
Mateo;71262095;53048
Hugo;71247886;67462
Pablo;71252609;59770
Martin;71236275;59435
David;71262193;70150
Manuel;71244990;66031
Pablo;71261666;53996
Leo;71236168;55855
Alvaro;71244510;72492
Daniel;71242243;54612
Pablo;71249771;72690
Enzo;71247692;65561
Alvaro;71250079;54848
David;71266317;63834
Martin;71239500;59124
Martin;71236661;74550
Manuel;71266630;71803
Alvaro;71260083;63653
Mateo;71250595;67719
Mateo;71264549;57559
Martin;71260940;71073
Enzo;71245512;76787
Pablo;71264121;72570
Diego;71264335;72974
Mateo;71238380;71219
Marco;71243679;70519
Diego;71256323;58406
Alex;71261098;72103
Daniel;71254911;56019
Marco;71266268;60023
Pablo;71235606;69366
Hugo;71245785;60777
Daniel;71257626;55543
Hugo;71250556;53545
Marco;71265258;71220
Marco;71237720;55182
Pablo;71236133;81105
Javier;71252263;75977
Martin;71241490;56085
Izan;71235819;76671
Mario;71265982;56445
Adrian;71243956;65022
Alvaro;71261371;81415
Pablo;71266371;53460
Pablo;71238286;67692
Manuel;71259389;73070
Alvaro;71236132;82489
Mario;71260146;70539
David;71265770;58639
Adrian;71264228;77471
Martin;71239773;67692
Alex;71261585;82054
Mateo;71248685;80327
Javier;71264165;61712
Daniel;71248451;77048
Izan;71244078;51786
Diego;71246163;57613
Marco;71260254;63384
David;71236283;54561
Marco;71263483;61942
David;71234777;50653
Daniel;71234780;65021
Diego;71266093;63387
Pablo;71256628;77953
Alex;71244500;72295
Javier;71236263;79064
Lucas;71262787;76890
Javier;71249745;56375
Enzo;71240272;78840
Mateo;71255375;73639
Pablo;71254755;69534
Adrian;71250796;50805
Javier;71247851;79909
Diego;71255287;57651
Javier;71246698;66622
Alex;71262964;52643
Pablo;71255985;67386
Marco;71244834;70180
Izan;71247145;57652
Izan;71250322;73586
Alex;71262521;69601
Mateo;71266494;64993
Alex;71236644;54889
Izan;71263579;75607
Diego;71258624;63510
Lucas;71253102;57773
Alex;71239433;70850
Leo;71262008;58695
Diego;71256580;51018
Marco;71247899;68095
Adrian;71251822;66923
Enzo;71265425;75956
Mario;71253668;64981
Mario;71253692;59937
Alex;71255631;72801
Diego;71241280;60359
Pablo;71237558;50593
Lucas;71238500;68107
Manuel;71266502;70213
Marco;71262388;51934
Mateo;71256810;75796
Hugo;71251597;59009
Hugo;71252236;69983
Marco;71242084;54344
Adrian;71235934;62781
Mario;71259812;73578
Lucas;71264175;74224
Adrian;71241078;76862
Mario;71246721;51266
Mateo;71247828;69747
Hugo;71256341;57789
Lucas;71259567;82213
Mario;71259948;54537
Martin;71257878;77796
Hugo;71263025;53976
Hugo;71246750;68610
Lucas;71252989;60197
Enzo;71257209;53185
Adrian;71245699;52656
Alvaro;71257091;71997
Enzo;71254518;55810
Manuel;71262381;72996
Javier;71247188;57947
Izan;71240325;54682
Enzo;71251543;74324
David;71248342;63962
Enzo;71262259;79138
Leo;71246484;56180
Manuel;71260856;73916
Leo;71238542;68667
Marco;71265962;74317
Mateo;71238043;80955
Lucas;71260777;73147
Mario;71235131;74062
Javier;71234885;79152
Javier;71257706;66095
Mateo;71252494;61148
Lucas;71254418;81180
Diego;71242180;81525
Mario;71242209;58974
Alvaro;71245173;70941
Javier;71257707;62804
David;71264927;71083
Mateo;71263457;63195
Izan;71237562;66717
Alvaro;71242695;61983
Diego;71243450;53775
Alvaro;71257967;76095
Mateo;71252381;65931
Javier;71252767;78149
Lucas;71260521;67226
Alex;71255337;71012
Alvaro;71266850;81486
Mario;71241710;59265
Manuel;71265958;52554
Alex;71265006;54368
Lucas;71259498;75504
Izan;71239296;72736
Izan;71263120;77236
Adrian;71242184;81856
Javier;71249361;67024
Hugo;71263740;56032
Adrian;71251751;76490
Adrian;71242525;68870
Alvaro;71252808;60808
Alvaro;71262639;71686
Daniel;71253830;66536
Izan;71236118;65892
Daniel;71263475;70682
Marco;71249307;74433
Adrian;71241184;62757
Lucas;71247438;80313
Mario;71246086;68450
Marco;71260735;82366
Manuel;71258750;66264
Alvaro;71259070;82635
Marco;71249628;66231
Diego;71238568;54795
Martin;71267320;72808
Alex;71250920;64966
Izan;71237464;64995
Diego;71245751;73777
Mario;71261811;74327
Leo;71238722;68853
Martin;71264128;77125
Mateo;71235508;66443
Alex;71254426;72593
Javier;71257573;50367
Daniel;71235926;54083
Mario;71244051;58348
Izan;71252768;75248
Javier;71252597;56547
Pablo;71245562;58102
Enzo;71256453;63857
Marco;71248245;60947
Alvaro;71248467;56823
Hugo;71259133;50192
Leo;71256642;79523
Javier;71246535;80481
David;71235584;67358
Diego;71244039;59408
David;71235221;72912
Pablo;71257147;54616
Izan;71242964;75784
Alvaro;71237035;72873
Izan;71240104;72362
Pablo;71241068;58138
Adrian;71264992;76591
Izan;71261321;51055
Diego;71243664;53536
Alex;71261220;60985
Leo;71249952;52303
Javier;71247269;63170
Mario;71239067;55932
Lucas;71244889;79809
Alvaro;71243493;79654
Diego;71258887;62463
Adrian;71241176;61373
Leo;71258218;71301
Mario;71239552;68205
Adrian;71263123;82661
Marco;71244263;67638
Mateo;71243162;61871
Pablo;71257906;64278
Diego;71235626;80453
Javier;71237891;53095
Mateo;71248076;74370
Javier;71266387;70598
Marco;71266048;74221
Izan;71234892;68890
Manuel;71266176;51569
Alvaro;71237569;52373
Alvaro;71244096;66005
Pablo;71248985;56258
Leo;71254285;57957
Enzo;71252876;63236
Mario;71263965;69258
Enzo;71241469;51471
Pablo;71265312;74826
Leo;71255774;80446
Mario;71247034;57051
Javier;71236696;81109
Alvaro;71251060;63450
Martin;71251759;72595
Diego;71248125;54978
Mateo;71265313;82462
Enzo;71255251;70062
Pablo;71261866;53041
Mateo;71240112;62357
Alvaro;71236658;69261
Lucas;71258444;64385
Alvaro;71237593;52515
Mateo;71252376;58733
Marco;71251284;58357
David;71263670;71878
Hugo;71259800;59023
Javier;71247705;74197
Manuel;71242572;75833
David;71244900;62061
Alex;71246391;55083
Marco;71252683;56246
Mario;71244837;53094
Enzo;71252265;54769
Mario;71245041;69377
Javier;71257238;68737
David;71242431;62478
Alex;71263374;70565
Leo;71240844;77923
Enzo;71234580;64158
Daniel;71241879;80358
Javier;71238482;59455
Mateo;71260241;65072
Hugo;71255911;59669
Pablo;71242456;54947
Pablo;71263778;56741
Alvaro;71258158;79432
Pablo;71264728;56443
Alvaro;71255714;56592
Alvaro;71257497;77559
David;71242025;70732
Mario;71238770;74014
Adrian;71245978;75379
Leo;71237242;64476
Alex;71250696;63642
Alvaro;71238878;65139
Hugo;71240626;63010
Javier;71262764;55056
Mario;71248701;61320
Daniel;71253633;50110
David;71252792;78688
Javier;71266165;64557
Leo;71242007;70879
Leo;71256531;72195
Izan;71265316;54653
Javier;71260026;80057
Alvaro;71249702;69530
Izan;71253506;50989
Adrian;71246238;56877
Enzo;71250679;54384
Alvaro;71241198;74207
Leo;71246023;52861
Manuel;71248078;65063
Diego;71248826;66771
David;71263184;67901
Mario;71248007;72244
Diego;71266280;81921
Mateo;71261797;79856
Pablo;71243316;76583
Alex;71249069;72323
Mateo;71236726;54602
Martin;71266403;82547
Leo;71251963;51632
David;71262277;66994
Pablo;71240935;57832
Enzo;71243307;81133
Mario;71250211;81033
Alex;71250653;75151
Mario;71250264;57780
Marco;71239092;72803
Martin;71236539;59959
Alvaro;71267224;56857
Alvaro;71264161;66644
Leo;71242039;53786
Diego;71246345;64920
David;71242387;55661
Diego;71239331;72535
Daniel;71263788;65185
Pablo;71264762;70552
Adrian;71244923;66800
Leo;71238864;63126
Alvaro;71249022;66590
Alex;71260617;56622
Daniel;71257198;52157
Adrian;71263738;51913
Mateo;71238160;66524
Enzo;71238131;61853
Alex;71258130;80465
Alex;71261279;65127
Alex;71241332;70421
Marco;71252058;52457
Manuel;71244276;63348
Marco;71264501;63683
Izan;71248618;78588
Pablo;71250103;79510
David;71261731;81514
Izan;71239410;53092
Marco;71260823;55309
Alvaro;71245380;68775
Hugo;71243020;50778
Pablo;71249567;60836
Hugo;71241478;68761
Alex;71256746;77526
Mateo;71245974;82685
Alvaro;71252830;70284
Enzo;71234787;64140
Hugo;71257640;67087
Daniel;71266176;60043
Pablo;71237880;82157
Pablo;71255285;59520
Pablo;71259396;58419
Diego;71252730;77026
Leo;71244843;64962
Martin;71259484;62983
Manuel;71245366;79882
Mario;71252611;67576
Martin;71256691;63685
Izan;71264012;74547
Manuel;71245650;53640
Hugo;71264770;75138
Alex;71259415;64335
Hugo;71265161;61290
Enzo;71236022;78404
Manuel;71253542;77285
Pablo;71261046;80244
Hugo;71253732;72552
Hugo;71249141;75317
Javier;71262978;64605
Marco;71239827;57694
Manuel;71242229;55957
Izan;71250562;73902
Alex;71262435;73835
Mateo;71237599;66794
David;71237850;65416
Diego;71265952;72091
Adrian;71254900;55427
Martin;71241030;80256
Enzo;71242159;61402
Lucas;71246473;59133
Lucas;71245589;61941
Marco;71263356;68151
Leo;71243662;60207
David;71257052;52899
Daniel;71241847;80412
Mateo;71236488;71720
David;71251401;61826
Izan;71245132;52266
Enzo;71242363;60613
Javier;71257232;66834
Diego;71237478;54448
Daniel;71236742;50998
Pablo;71255628;52194
Martin;71240422;66607
Mario;71266011;82248
Daniel;71250274;79345
Adrian;71240123;52335
Alex;71243603;77140
Manuel;71250443;51856
Hugo;71250510;59332
Daniel;71235546;66723
Lucas;71253922;61007
Marco;71239295;50650
Javier;71252470;62549
Enzo;71249883;51034
Martin;71243120;79485
Pablo;71246312;65801
Pablo;71242295;68288
Manuel;71237162;71874
Mario;71264306;80041
Lucas;71262932;73821
Pablo;71254086;72985
David;71254984;59460
Diego;71249543;57132
Adrian;71255472;77702
Marco;71237147;74784
Enzo;71251945;80821
Lucas;71264959;52801
Mario;71260670;78312
Mateo;71249187;63302
Mateo;71262161;79805
Lucas;71259818;69801
Leo;71250902;81451
Mateo;71249446;62688
Martin;71260395;78214
Enzo;71262885;51839
Leo;71243170;61702
Mario;71256694;63145
Mario;71258410;79272
Alex;71259106;69212
Hugo;71257621;82764
Leo;71244376;52861
Alvaro;71256484;77908
Martin;71241207;77998
Manuel;71239276;69431
Mateo;71242935;51028
Manuel;71237484;74432
Mateo;71259050;79189
Lucas;71236840;53491
Mario;71250950;59004
Enzo;71243439;70098
Pablo;71240442;78719
Hugo;71264139;61038
Hugo;71261301;59674
Daniel;71263249;72207
Martin;71258224;52165
Alex;71236369;70237
David;71266136;80355
Lucas;71266377;54469
Adrian;71263655;68741
Martin;71258673;59025
David;71251924;56086
Mateo;71242235;64118
Daniel;71255833;57473
Martin;71250197;80252
Alex;71245003;65724
Daniel;71252437;61064
Marco;71234860;58296
Adrian;71262486;56062
Adrian;71255048;55075
Marco;71257324;73771
Manuel;71253116;80516
Alex;71246012;81012
Manuel;71242414;78231
Daniel;71248216;60553
Enzo;71240042;50932
Javier;71263220;73730
Alvaro;71251677;73059
Mario;71250189;60980
Javier;71242468;55403
Diego;71262355;58144
Manuel;71247526;70919
Izan;71235324;58827
Manuel;71264374;78201
Mateo;71246602;77922
Manuel;71254065;53178
Leo;71264873;75758
Daniel;71249809;65529
Martin;71247723;74892
Adrian;71235372;59682
Mario;71244942;80996
Daniel;71244826;74603
Alex;71250588;78549
Mateo;71252854;56657
Hugo;71236721;72331
Leo;71266357;56723
Enzo;71264217;54394
Leo;71238923;70915
Mateo;71247106;77567
Daniel;71241555;51538
Izan;71259759;53126
David;71250226;65046
Izan;71244152;71309
Diego;71266425;78787
David;71236534;73952
Mario;71245029;60490
Mario;71240685;80473
Pablo;71236562;78745
Mario;71234895;54677
Hugo;71248001;81465
Mateo;71240247;80206
David;71245687;72375
Martin;71262111;57190
Mateo;71241902;66201
Leo;71249160;51910
Alex;71247741;73232
Pablo;71244939;77972
Daniel;71256207;72112
Enzo;71247176;67194
Izan;71247168;53185
Alex;71237237;76523
David;71254317;69398
Mateo;71254961;81323
Hugo;71266798;51052
Martin;71242613;77324
Alvaro;71256609;75697
Marco;71259820;53649
Pablo;71243862;70870
Marco;71240924;53502
Mateo;71235456;57326
Manuel;71236203;78595
Martin;71250417;55492
Diego;71237349;70391
Mateo;71252235;54844
Mateo;71251783;63336
Alex;71238448;73746
Adrian;71234749;69479
Hugo;71241367;56782
Diego;71240283;77533
David;71262984;56596
Lucas;71242933;65862
Izan;71239097;79249
Marco;71251041;59302
Enzo;71252411;72496
Daniel;71258310;74142
Lucas;71265462;73578
Alvaro;71264972;68314
Mateo;71246569;51388
Izan;71262021;77147
Mateo;71263913;54195
Alex;71255845;65098
Adrian;71237334;78612
Adrian;71235558;73297
Hugo;71257333;68856
Izan;71241898;79793
Alvaro;71237372;69887
Mateo;71241974;58253
David;71240173;75758
Martin;71253028;77090
Adrian;71236051;79683
Izan;71243988;74976
Adrian;71260354;70579
Enzo;71253512;52909
Martin;71242207;54150
Enzo;71264176;56745
Manuel;71243436;69196
Leo;71240401;62803
Daniel;71236603;51560
Alex;71263624;56034
Pablo;71242075;59739
Alex;71262620;62252
Leo;71266532;69085
Manuel;71245919;59502
Daniel;71237280;54048
Hugo;71253252;78037
Manuel;71243272;72911
Enzo;71257790;80288
Lucas;71240022;57266
Mateo;71239231;66591
Mateo;71264656;58612
Lucas;71236207;55566
Daniel;71245718;52861
Alex;71263865;76790
Manuel;71237035;50667
Izan;71257976;76695
Alex;71265820;51198
Martin;71258736;73103
Adrian;71241500;64669
Mateo;71256918;53938
Marco;71251187;69566
Martin;71248976;69333
Alvaro;71254790;72146
David;71256187;63992
Alex;71262567;59020
Alex;71243728;59924
Alex;71243765;57106
Alvaro;71246345;56308
Leo;71244076;71934
Izan;71261325;71398
Alvaro;71259696;73150
Enzo;71265231;68138
Mateo;71246538;63017
Mario;71266981;50270
Pablo;71240510;62573
Mario;71236227;50276
Diego;71259979;76447
Adrian;71243159;73843
Martin;71261366;67211
Daniel;71252033;60228
Lucas;71239975;80809
Daniel;71235930;75950
Pablo;71253579;68144
Mario;71237955;55814
David;71240815;73413
Adrian;71237051;65558
Daniel;71259926;51262
Diego;71238882;78741
Javier;71257144;76130
Manuel;71236603;63067
Hugo;71246373;60093
Izan;71263949;61137
Manuel;71244106;54490
Adrian;71240361;76866
Diego;71243333;79226
Lucas;71244935;77342
Marco;71245321;70320
Marco;71259068;65872
Mario;71262475;66782
Alvaro;71254822;77360
Alvaro;71246755;77066
Diego;71260403;79546
Mateo;71237928;77579
Lucas;71264585;55316
Daniel;71242874;61296
Leo;71254641;62347
Hugo;71257070;74556
Mateo;71240026;82562
Daniel;71264212;70598
Lucas;71242643;71190
Leo;71248412;58205
David;71249925;77410
Enzo;71262912;77703
Javier;71262740;65182
Leo;71243762;78825
Martin;71240440;51867
Hugo;71260747;73027
David;71265124;81731
Alvaro;71251057;73220
Mateo;71261148;52003
Adrian;71262947;73307
Hugo;71246917;56623
Marco;71265265;73688
Mateo;71240594;73539
Alex;71244043;78074
Enzo;71245478;69378
Diego;71240169;75572
Alex;71260594;54057
Martin;71266111;54870
Izan;71262659;74874
Adrian;71253497;78434
Mateo;71263296;59572
Martin;71249193;50472
David;71241853;66406
Alex;71262267;78664
Lucas;71238576;78715
Enzo;71240710;50280
Hugo;71236086;58828
Pablo;71237835;69825
Izan;71251741;66590
Martin;71244882;76365
Manuel;71266416;50520
Enzo;71241364;57917
Marco;71244996;77521
Alex;71262394;80772
Hugo;71238247;73735
Daniel;71246172;82327
Alex;71250630;80165
Alvaro;71256642;59055
Lucas;71266796;66068
Alex;71250706;53046
Hugo;71261214;80664
Alex;71238068;71712
Adrian;71239235;65827
Lucas;71259222;50278
Martin;71263711;81760
David;71248460;74198
Javier;71242688;70828
Diego;71247945;77815
Pablo;71239859;77555
Pablo;71240098;62392
Alvaro;71259614;63401
Izan;71250838;80151
Diego;71246480;70617
Izan;71254231;73744
Mateo;71235488;65410
Pablo;71256769;66668
Izan;71247035;81718
Javier;71238403;59466
Martin;71263788;70712
Martin;71248814;71541
Marco;71266818;73361
Javier;71234781;52717
Pablo;71256485;79312
Alvaro;71241332;54818
Diego;71248181;52330
Alvaro;71246251;58328
Martin;71254088;80642
Pablo;71252323;63153
Enzo;71243749;75772
Leo;71250284;56257
Mateo;71251914;79138
Adrian;71263314;67531
Izan;71258464;65614
David;71257156;68587
Mateo;71237872;75086
Mateo;71235373;58590
Izan;71247339;73343
Izan;71259943;59687
Daniel;71235950;61144
Hugo;71266239;79036
Enzo;71235137;80722
Leo;71235017;78093
Leo;71264260;78581
Mario;71236284;52852
Mario;71245644;76791
Hugo;71237060;82042
Leo;71263959;65959
Adrian;71240721;73840
David;71236130;53788
Alvaro;71255819;53836
Diego;71235596;68583
Mario;71238255;62928
Diego;71248963;72499
Marco;71239054;74332
Hugo;71245995;82710
Pablo;71246357;79365
Leo;71255056;72453
Adrian;71243821;78012
Hugo;71247281;70054
Marco;71267037;64176
David;71261581;68983
Martin;71235810;74033
Izan;71255926;71940
Leo;71257481;71612
Marco;71256922;52123
David;71252522;62195
Manuel;71243585;73928
Alex;71246926;61881
